Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Line,Product Type,Product,Profit,Sales,State,Total Expenses,Type,Order Date (MDY),Order Date (DMY)
541,$50 ,$70 ,$20 ,$120 ,$58 ,325,$71 ,Small Market,West,$22 ,1,Beans,Espresso,Caffe Latte,$15 ,$129 ,Oregon,$56 ,Regular,11/9/2015,9/11/2015
435,$40 ,$70 ,$50 ,$110 ,$48 ,766,$70 ,Small Market,West,$13 ,1,Beans,Espresso,Caffe Latte,$45 ,$118 ,Utah,$25 ,Regular,7/12/2017,12/7/2017
253,$40 ,$60 ,$40 ,$100 ,$49 ,611,$63 ,Small Market,West,$16 ,1,Beans,Espresso,Caffe Latte,$35 ,$112 ,Washington,$28 ,Regular,10/27/2017,27/10/2017
775,$10 ,$30 ,$20 ,$40 ,$18 ,816,$27 ,Small Market,West,$5 ,1,Beans,Espresso,Caffe Mocha,$10 ,$45 ,Nevada,$17 ,Regular,6/26/2017,26/6/2017
971,$50 ,$70 ,$40 ,$120 ,$57 ,323,$77 ,Small Market,West,$18 ,1,Beans,Espresso,Caffe Mocha,$32 ,$134 ,Oregon,$45 ,Regular,6/26/2017,26/6/2017
801,$40 ,$60 ,$40 ,$100 ,$48 ,611,$62 ,Small Market,West,$15 ,1,Beans,Espresso,Caffe Mocha,$34 ,$110 ,Utah,$28 ,Regular,10/6/2015,6/10/2015
253,$50 ,$60 ,$20 ,$110 ,$54 ,301,$66 ,Small Market,West,$20 ,1,Beans,Espresso,Caffe Mocha,$12 ,$120 ,Washington,$54 ,Regular,7/22/2015,22/7/2015
641,$200 ,$290 ,$210 ,$490 ,$243 ,"1,260",$324 ,Small Market,Central,$80 ,1,Leaves,Herbal Tea,Chamomile,$212 ,$567 ,Iowa,$112 ,Decaf,7/22/2015,22/7/2015
816,$30 ,$60 ,$10 ,$90 ,$44 ,251,$63 ,Small Market,Central,$40 ,1,Leaves,Herbal Tea,Chamomile,($6),$107 ,Missouri,$69 ,Decaf,6/10/2018,10/6/2018
262,$50 ,$90 ,$70 ,$140 ,$62 ,346,$105 ,Small Market,Central,$19 ,1,Leaves,Herbal Tea,Chamomile,$63 ,$167 ,Wisconsin,$42 ,Decaf,6/10/2018,10/6/2018
319,$90 ,$140 ,$110 ,$230 ,$109 ,585,$158 ,Small Market,Central,$34 ,1,Leaves,Herbal Tea,Lemon,$102 ,$267 ,Iowa,$56 ,Decaf,6/10/2018,10/6/2018
636,$70 ,$20 ,($10),$90 ,$88 ,715,$18 ,Small Market,Central,$27 ,1,Leaves,Herbal Tea,Lemon,($32),$106 ,Missouri,$50 ,Decaf,10/29/2015,29/10/2015
715,$40 ,$60 ,$50 ,$100 ,$49 ,767,$72 ,Small Market,Central,$13 ,1,Leaves,Herbal Tea,Lemon,$47 ,$121 ,Wisconsin,$25 ,Decaf,6/9/2015,9/6/2015
203,$60 ,$80 ,$40 ,$140 ,$85 ,476,$104 ,Small Market,East,$32 ,1,Leaves,Herbal Tea,Lemon,$39 ,$189 ,Connecticut,$65 ,Decaf,6/9/2015,9/6/2015
603,$20 ,$30 ,$0 ,$50 ,$33 ,190,$42 ,Small Market,East,$12 ,1,Leaves,Herbal Tea,Lemon,($3),$75 ,New Hampshire,$45 ,Decaf,6/9/2015,9/6/2015
203,$50 ,$70 ,$50 ,$120 ,$74 ,949,$89 ,Small Market,East,$22 ,1,Leaves,Herbal Tea,Mint,$46 ,$163 ,Connecticut,$43 ,Decaf,9/14/2015,14/9/2015
337,$40 ,$60 ,$40 ,$100 ,$48 ,611,$62 ,Small Market,South,$15 ,1,Leaves,Herbal Tea,Chamomile,$34 ,$110 ,Louisiana,$28 ,Decaf,9/14/2015,14/9/2015
505,$10 ,$30 ,$20 ,$40 ,$18 ,816,$27 ,Small Market,South,$5 ,1,Leaves,Herbal Tea,Chamomile,$10 ,$45 ,New Mexico,$17 ,Decaf,5/9/2017,9/5/2017
580,$50 ,$60 ,$20 ,$110 ,$54 ,301,$66 ,Small Market,South,$20 ,1,Leaves,Herbal Tea,Chamomile,$13 ,$120 ,Oklahoma,$53 ,Decaf,3/18/2017,18/3/2017
318,$80 ,$100 ,$40 ,$180 ,$85 ,476,$104 ,Small Market,South,$32 ,1,Leaves,Herbal Tea,Lemon,$39 ,$189 ,Louisiana,$65 ,Decaf,12/27/2016,27/12/2016
505,$20 ,$40 ,$20 ,$60 ,$28 ,958,$35 ,Small Market,South,$8 ,1,Leaves,Herbal Tea,Lemon,$5 ,$63 ,New Mexico,$30 ,Decaf,7/25/2017,25/7/2017
405,$90 ,$130 ,$30 ,$220 ,$95 ,532,$132 ,Small Market,South,$86 ,1,Leaves,Herbal Tea,Lemon,$17 ,$227 ,Oklahoma,$115 ,Decaf,7/25/2017,25/7/2017
775,$100 ,$160 ,$50 ,$260 ,$125 ,700,$173 ,Small Market,West,$113 ,1,Leaves,Herbal Tea,Chamomile,$27 ,$298 ,Nevada,$146 ,Decaf,7/25/2017,25/7/2017
541,$30 ,$50 ,$50 ,$80 ,$37 ,768,$55 ,Small Market,West,$10 ,1,Leaves,Herbal Tea,Chamomile,$33 ,$92 ,Oregon,$22 ,Decaf,7/25/2017,25/7/2017
435,$30 ,$60 ,$40 ,$90 ,$43 ,231,$64 ,Small Market,West,$13 ,1,Leaves,Herbal Tea,Chamomile,$28 ,$107 ,Utah,$36 ,Decaf,5/30/2017,30/5/2017
206,$100 ,$170 ,$120 ,$270 ,$123 ,932,$186 ,Small Market,West,$40 ,1,Leaves,Herbal Tea,Chamomile,$115 ,$309 ,Washington,$71 ,Decaf,5/30/2017,30/5/2017
702,$130 ,$190 ,$120 ,$320 ,$154 ,829,$213 ,Small Market,West,$50 ,1,Leaves,Herbal Tea,Lemon,$119 ,$367 ,Nevada,$94 ,Decaf,5/30/2017,30/5/2017
971,$30 ,$50 ,$30 ,$80 ,$43 ,613,$55 ,Small Market,West,$14 ,1,Leaves,Herbal Tea,Lemon,$29 ,$98 ,Oregon,$26 ,Decaf,5/30/2017,30/5/2017
435,$40 ,$60 ,$30 ,$100 ,$47 ,361,$72 ,Small Market,West,$15 ,1,Leaves,Herbal Tea,Lemon,$26 ,$119 ,Utah,$46 ,Decaf,5/30/2017,30/5/2017
360,$20 ,$50 ,$50 ,$70 ,$33 ,768,$49 ,Small Market,West,$9 ,1,Leaves,Herbal Tea,Lemon,$29 ,$82 ,Washington,$20 ,Decaf,11/12/2018,12/11/2018
702,$90 ,$140 ,$110 ,$230 ,$109 ,585,$158 ,Small Market,West,$34 ,1,Leaves,Herbal Tea,Mint,$102 ,$267 ,Nevada,$56 ,Decaf,3/16/2016,16/3/2016
801,$70 ,$20 ,($20),$90 ,$88 ,715,$18 ,Small Market,West,$27 ,1,Leaves,Herbal Tea,Mint,($32),$106 ,Utah,$50 ,Decaf,3/16/2016,16/3/2016
515,$200 ,$220 ,$140 ,$420 ,$239 ,"1,417",$239 ,Small Market,Central,$66 ,1,Leaves,Tea,Darjeeling,$148 ,$478 ,Iowa,$91 ,Regular,3/16/2016,16/3/2016
417,$30 ,$40 ,$10 ,$70 ,$36 ,187,$49 ,Small Market,Central,$11 ,1,Leaves,Tea,Darjeeling,$11 ,$85 ,Missouri,$38 ,Regular,3/16/2016,16/3/2016
414,$40 ,$70 ,$40 ,$110 ,$52 ,376,$77 ,Small Market,Central,$16 ,1,Leaves,Tea,Darjeeling,$38 ,$129 ,Wisconsin,$39 ,Regular,11/26/2018,26/11/2018
515,$210 ,$270 ,$160 ,$480 ,$245 ,"1,369",$301 ,Small Market,Central,$93 ,1,Leaves,Tea,Earl Grey,$175 ,$546 ,Iowa,$126 ,Regular,11/26/2018,26/11/2018
417,$20 ,$40 ,$0 ,$60 ,$33 ,162,$42 ,Small Market,Central,$12 ,1,Leaves,Tea,Earl Grey,($3),$75 ,Missouri,$45 ,Regular,10/20/2017,20/10/2017
920,$50 ,$80 ,$10 ,$130 ,$63 ,506,$87 ,Small Market,Central,$57 ,1,Leaves,Tea,Earl Grey,$1 ,$150 ,Wisconsin,$86 ,Regular,12/21/2018,21/12/2018
573,$20 ,$40 ,$0 ,$60 ,$33 ,190,$42 ,Small Market,Central,$12 ,1,Leaves,Tea,Green Tea,($4),$75 ,Missouri,$46 ,Regular,12/21/2018,21/12/2018
959,$50 ,$80 ,$60 ,$130 ,$49 ,809,$72 ,Small Market,East,$13 ,1,Leaves,Tea,Darjeeling,$47 ,$121 ,Connecticut,$25 ,Regular,1/22/2018,22/1/2018
603,$10 ,$30 ,$20 ,$40 ,$18 ,816,$27 ,Small Market,East,$5 ,1,Leaves,Tea,Darjeeling,$11 ,$45 ,New Hampshire,$16 ,Regular,1/22/2018,22/1/2018
860,$20 ,$40 ,$30 ,$60 ,$25 ,769,$37 ,Small Market,East,$7 ,1,Leaves,Tea,Green Tea,$18 ,$62 ,Connecticut,$19 ,Regular,1/22/2018,22/1/2018
603,$0 ,$40 ,$30 ,$40 ,$0 ,731,$43 ,Small Market,East,$0 ,1,Leaves,Tea,Green Tea,$32 ,$43 ,New Hampshire,$11 ,Regular,1/22/2018,22/1/2018
702,$160 ,$220 ,$150 ,$380 ,$243 ,"1,260",$324 ,Small Market,West,$80 ,1,Leaves,Tea,Darjeeling,$212 ,$567 ,Nevada,$112 ,Regular,3/22/2016,22/3/2016
971,$10 ,$20 ,$20 ,$30 ,$21 ,449,$32 ,Small Market,West,$5 ,1,Leaves,Tea,Darjeeling,$16 ,$53 ,Oregon,$16 ,Regular,3/22/2016,22/3/2016
801,$20 ,$50 ,$10 ,$70 ,$44 ,251,$63 ,Small Market,West,$40 ,1,Leaves,Tea,Darjeeling,($7),$107 ,Utah,$70 ,Regular,3/22/2016,22/3/2016
206,$40 ,$70 ,$40 ,$110 ,$62 ,346,$105 ,Small Market,West,$19 ,1,Leaves,Tea,Darjeeling,$62 ,$167 ,Washington,$43 ,Regular,1/23/2018,23/1/2018
702,$150 ,$170 ,$110 ,$320 ,$239 ,"1,417",$239 ,Small Market,West,$66 ,1,Leaves,Tea,Earl Grey,$148 ,$478 ,Nevada,$91 ,Regular,5/21/2017,21/5/2017
503,$50 ,$90 ,$60 ,$140 ,$84 ,632,$126 ,Small Market,West,$27 ,1,Leaves,Tea,Earl Grey,$68 ,$210 ,Oregon,$58 ,Regular,5/21/2017,21/5/2017
435,$20 ,$30 ,$10 ,$50 ,$36 ,187,$49 ,Small Market,West,$11 ,1,Leaves,Tea,Earl Grey,$10 ,$85 ,Utah,$39 ,Regular,12/26/2016,26/12/2016
253,$30 ,$50 ,$30 ,$80 ,$52 ,376,$77 ,Small Market,West,$16 ,1,Leaves,Tea,Earl Grey,$38 ,$129 ,Washington,$39 ,Regular,10/21/2018,21/10/2018
775,$160 ,($160),($240),$0 ,$245 ,"2,449",($245),Small Market,West,$93 ,1,Leaves,Tea,Green Tea,($340),$32 ,Nevada,$127 ,Regular,10/21/2018,21/10/2018
541,$50 ,$90 ,$60 ,$140 ,$89 ,481,$125 ,Small Market,West,$27 ,1,Leaves,Tea,Green Tea,$74 ,$214 ,Oregon,$51 ,Regular,9/3/2016,3/9/2016
435,$20 ,$30 ,$10 ,$50 ,$33 ,162,$42 ,Small Market,West,$12 ,1,Leaves,Tea,Green Tea,($4),$75 ,Utah,$46 ,Regular,9/3/2016,3/9/2016
206,$40 ,$60 ,$10 ,$100 ,$63 ,506,$87 ,Small Market,West,$57 ,1,Leaves,Tea,Green Tea,$0 ,$150 ,Washington,$87 ,Regular,9/3/2016,3/9/2016
303,$100 ,$150 ,$120 ,$250 ,$100 ,822,$145 ,Major Market,Central,$28 ,1,Beans,Coffee,Decaf Irish Cream,$105 ,$245 ,Colorado,$40 ,Decaf,11/7/2016,7/11/2016
309,$130 ,$180 ,$130 ,$310 ,$123 ,611,$178 ,Major Market,Central,$39 ,1,Beans,Coffee,Decaf Irish Cream,$116 ,$301 ,Illinois,$62 ,Decaf,9/7/2018,7/9/2018
513,$50 ,$80 ,$20 ,$130 ,$52 ,433,$73 ,Major Market,Central,$47 ,1,Beans,Coffee,Decaf Irish Cream,($3),$125 ,Ohio,$76 ,Decaf,5/29/2017,29/5/2017
719,$70 ,$130 ,$80 ,$200 ,$68 ,559,$102 ,Major Market,Central,$22 ,1,Beans,Espresso,Decaf Espresso,$48 ,$170 ,Colorado,$54 ,Decaf,5/29/2017,29/5/2017
217,$270 ,$290 ,$200 ,$560 ,$239 ,"1,464",$239 ,Major Market,Central,$66 ,1,Beans,Espresso,Decaf Espresso,$149 ,$478 ,Illinois,$90 ,Decaf,7/10/2017,10/7/2017
419,$60 ,$80 ,$30 ,$140 ,$54 ,337,$67 ,Major Market,Central,$20 ,1,Beans,Espresso,Decaf Espresso,$13 ,$121 ,Ohio,$54 ,Decaf,9/3/2018,3/9/2018
561,$100 ,$150 ,$100 ,$250 ,$112 ,502,$155 ,Major Market,East,$34 ,1,Beans,Coffee,Decaf Irish Cream,$98 ,$267 ,Florida,$57 ,Decaf,12/3/2016,3/12/2016
904,$70 ,$120 ,$80 ,$190 ,$83 ,433,$112 ,Major Market,East,$27 ,1,Beans,Espresso,Decaf Espresso,$58 ,$195 ,Florida,$54 ,Decaf,12/7/2016,7/12/2016
903,$90 ,$130 ,$100 ,$220 ,$78 ,593,$100 ,Major Market,South,$25 ,1,Beans,Coffee,Decaf Irish Cream,$63 ,$178 ,Texas,$37 ,Decaf,12/7/2016,7/12/2016
956,$60 ,$110 ,$90 ,$170 ,$81 ,460,$117 ,Major Market,South,$22 ,1,Beans,Espresso,Decaf Espresso,$84 ,$198 ,Texas,$33 ,Decaf,2/1/2015,1/2/2015
916,$240 ,($50),($150),$190 ,$191 ,"1,564",($32),Major Market,West,$63 ,1,Beans,Coffee,Decaf Irish Cream,($141),$159 ,California,$109 ,Decaf,7/14/2017,14/7/2017
831,$240 ,$320 ,$220 ,$560 ,$252 ,"1,316",$335 ,Major Market,West,$83 ,1,Beans,Espresso,Decaf Espresso,$220 ,$587 ,California,$115 ,Decaf,12/18/2016,18/12/2016
720,$90 ,$140 ,$110 ,$230 ,$91 ,777,$132 ,Major Market,Central,$25 ,1,Beans,Coffee,Amaretto,$96 ,$223 ,Colorado,$36 ,Regular,5/11/2015,11/5/2015
740,$50 ,$80 ,$50 ,$130 ,$55 ,336,$74 ,Major Market,Central,$18 ,1,Beans,Coffee,Amaretto,$28 ,$129 ,Ohio,$46 ,Regular,5/11/2015,11/5/2015
970,$80 ,$100 ,$70 ,$180 ,$78 ,593,$100 ,Major Market,Central,$25 ,1,Beans,Coffee,Colombian,$63 ,$178 ,Colorado,$37 ,Regular,5/11/2015,11/5/2015
217,$200 ,$270 ,$170 ,$470 ,$191 ,865,$265 ,Major Market,Central,$63 ,1,Beans,Coffee,Colombian,$156 ,$456 ,Illinois,$109 ,Regular,11/19/2018,19/11/2018
513,$40 ,$70 ,$40 ,$110 ,$43 ,363,$64 ,Major Market,Central,$13 ,1,Beans,Coffee,Colombian,$27 ,$107 ,Ohio,$37 ,Regular,11/19/2018,19/11/2018
720,$90 ,$140 ,$110 ,$230 ,$81 ,460,$117 ,Major Market,Central,$22 ,1,Beans,Espresso,Caffe Mocha,$84 ,$198 ,Colorado,$33 ,Regular,11/15/2016,15/11/2016
217,$290 ,$400 ,$280 ,$690 ,$252 ,"1,316",$335 ,Major Market,Central,$83 ,1,Beans,Espresso,Caffe Mocha,$220 ,$587 ,Illinois,$115 ,Regular,11/15/2016,15/11/2016
567,$180 ,$200 ,$130 ,$380 ,$162 ,"1,091",$163 ,Major Market,Central,$45 ,1,Beans,Espresso,Caffe Mocha,$93 ,$325 ,Ohio,$70 ,Regular,11/15/2016,15/11/2016
305,$80 ,$130 ,$90 ,$210 ,$88 ,653,$134 ,Major Market,East,$29 ,1,Beans,Coffee,Colombian,$73 ,$222 ,Florida,$61 ,Regular,4/15/2017,15/4/2017
774,$60 ,$430 ,$400 ,$490 ,$68 ,-348,$451 ,Major Market,East,$22 ,1,Beans,Coffee,Colombian,$397 ,$519 ,Massachusetts,$54 ,Regular,9/11/2018,11/9/2018
631,$270 ,$400 ,$280 ,$670 ,$284 ,"2,108",$428 ,Major Market,East,$99 ,1,Beans,Coffee,Colombian,$276 ,$712 ,New York,$152 ,Regular,11/24/2018,24/11/2018
786,$90 ,$130 ,$30 ,$220 ,$95 ,554,$132 ,Major Market,East,$86 ,1,Beans,Espresso,Caffe Mocha,$17 ,$227 ,Florida,$115 ,Regular,6/29/2018,29/6/2018
617,$40 ,$70 ,$10 ,$110 ,$52 ,458,$65 ,Major Market,East,$47 ,1,Beans,Espresso,Caffe Mocha,($12),$117 ,Massachusetts,$77 ,Regular,3/3/2015,3/3/2015
914,$120 ,($60),($190),$60 ,$125 ,"1,382",($59),Major Market,East,$113 ,1,Beans,Espresso,Caffe Mocha,($205),$66 ,New York,$146 ,Regular,6/10/2017,10/6/2017
351,$150 ,$160 ,$100 ,$310 ,$162 ,"1,091",$163 ,Major Market,East,$45 ,1,Beans,Espresso,Regular Espresso,$94 ,$325 ,Massachusetts,$69 ,Regular,6/10/2017,10/6/2017
516,$220 ,$330 ,$250 ,$550 ,$239 ,"1,262",$325 ,Major Market,East,$66 ,1,Beans,Espresso,Regular Espresso,$235 ,$564 ,New York,$90 ,Regular,6/10/2017,10/6/2017
832,$260 ,$310 ,$230 ,$570 ,$209 ,969,$247 ,Major Market,South,$64 ,1,Beans,Coffee,Colombian,$161 ,$456 ,Texas,$86 ,Regular,11/20/2018,20/11/2018
832,$50 ,$90 ,$50 ,$140 ,$68 ,9,$102 ,Major Market,South,$22 ,1,Beans,Espresso,Caffe Latte,$48 ,$170 ,Texas,$54 ,Regular,11/20/2018,20/11/2018
325,$70 ,$120 ,$100 ,$190 ,$91 ,777,$132 ,Major Market,South,$25 ,1,Beans,Espresso,Caffe Mocha,$96 ,$223 ,Texas,$36 ,Regular,9/14/2015,14/9/2015
818,$150 ,($20),($70),$130 ,$123 ,964,($13),Major Market,West,$39 ,1,Beans,Coffee,Amaretto,($76),$110 ,California,$63 ,Regular,9/14/2015,14/9/2015
209,$350 ,$540 ,$400 ,$890 ,$284 ,"2,108",$428 ,Major Market,West,$99 ,1,Beans,Coffee,Colombian,$276 ,$712 ,California,$152 ,Regular,12/7/2016,7/12/2016
925,$220 ,$230 ,$150 ,$450 ,$239 ,"1,464",$239 ,Major Market,West,$66 ,1,Beans,Espresso,Caffe Latte,$148 ,$478 ,California,$91 ,Regular,12/7/2016,7/12/2016
805,$120 ,$160 ,$30 ,$280 ,$125 ,729,$173 ,Major Market,West,$113 ,1,Beans,Espresso,Caffe Mocha,$26 ,$298 ,California,$147 ,Regular,12/7/2018,7/12/2018
303,$130 ,$150 ,$100 ,$280 ,$162 ,"1,091",$163 ,Major Market,Central,$45 ,1,Leaves,Herbal Tea,Chamomile,$94 ,$325 ,Colorado,$69 ,Decaf,10/1/2018,1/10/2018
224,$70 ,$120 ,$100 ,$190 ,$91 ,777,$132 ,Major Market,Central,$25 ,1,Leaves,Herbal Tea,Chamomile,$95 ,$223 ,Illinois,$37 ,Decaf,10/1/2018,1/10/2018
216,$10 ,$30 ,$30 ,$40 ,$21 ,454,$32 ,Major Market,Central,$5 ,1,Leaves,Herbal Tea,Chamomile,$16 ,$53 ,Ohio,$16 ,Decaf,10/1/2018,1/10/2018
719,$40 ,$70 ,$20 ,$110 ,$52 ,433,$73 ,Major Market,Central,$47 ,1,Leaves,Herbal Tea,Lemon,($4),$125 ,Colorado,$77 ,Decaf,10/1/2018,1/10/2018
224,$60 ,$90 ,$60 ,$150 ,$78 ,593,$100 ,Major Market,Central,$25 ,1,Leaves,Herbal Tea,Lemon,$62 ,$178 ,Illinois,$38 ,Decaf,12/28/2018,28/12/2018
614,$20 ,$40 ,$40 ,$60 ,$30 ,820,$45 ,Major Market,Central,$8 ,1,Leaves,Herbal Tea,Lemon,$26 ,$75 ,Ohio,$19 ,Decaf,12/28/2018,28/12/2018
719,$40 ,$70 ,$40 ,$110 ,$55 ,336,$74 ,Major Market,Central,$18 ,1,Leaves,Herbal Tea,Mint,$29 ,$129 ,Colorado,$45 ,Decaf,12/28/2018,28/12/2018
618,$80 ,$130 ,$110 ,$210 ,$100 ,822,$145 ,Major Market,Central,$28 ,1,Leaves,Herbal Tea,Mint,$106 ,$245 ,Illinois,$39 ,Decaf,12/28/2018,28/12/2018
305,$30 ,$50 ,$30 ,$80 ,$45 ,605,$58 ,Major Market,East,$14 ,1,Leaves,Herbal Tea,Chamomile,$31 ,$103 ,Florida,$27 ,Decaf,11/3/2017,3/11/2017
305,$40 ,$50 ,$20 ,$90 ,$57 ,313,$70 ,Major Market,East,$21 ,1,Leaves,Herbal Tea,Lemon,$15 ,$127 ,Florida,$55 ,Decaf,9/18/2016,18/9/2016
508,$40 ,$50 ,$20 ,$90 ,$54 ,337,$67 ,Major Market,East,$20 ,1,Leaves,Herbal Tea,Lemon,$13 ,$121 ,Massachusetts,$54 ,Decaf,9/18/2016,18/9/2016
631,$190 ,$300 ,$200 ,$490 ,$260 ,"1,558",$378 ,Major Market,East,$98 ,1,Leaves,Herbal Tea,Lemon,$247 ,$638 ,New York,$131 ,Decaf,9/18/2016,18/9/2016
754,$50 ,$60 ,$40 ,$110 ,$69 ,965,$82 ,Major Market,East,$21 ,1,Leaves,Herbal Tea,Mint,$39 ,$151 ,Florida,$43 ,Decaf,7/20/2018,20/7/2018
718,$150 ,($10),($70),$140 ,$209 ,"1,811",($20),Major Market,East,$64 ,1,Leaves,Herbal Tea,Mint,($105),$189 ,New York,$85 ,Decaf,7/20/2018,20/7/2018
817,$50 ,$70 ,$40 ,$120 ,$55 ,336,$74 ,Major Market,South,$18 ,1,Leaves,Herbal Tea,Chamomile,$28 ,$129 ,Texas,$46 ,Decaf,9/10/2016,10/9/2016
325,$40 ,$60 ,$30 ,$100 ,$43 ,363,$64 ,Major Market,South,$13 ,1,Leaves,Herbal Tea,Lemon,$27 ,$107 ,Texas,$37 ,Decaf,12/1/2018,1/12/2018
408,$80 ,$130 ,$110 ,$210 ,$100 ,822,$145 ,Major Market,West,$28 ,1,Leaves,Herbal Tea,Chamomile,$106 ,$245 ,California,$39 ,Decaf,12/1/2018,1/12/2018
707,$170 ,$230 ,$170 ,$400 ,$209 ,969,$247 ,Major Market,West,$64 ,1,Leaves,Herbal Tea,Lemon,$162 ,$456 ,California,$85 ,Decaf,12/1/2018,1/12/2018
805,$60 ,$90 ,$60 ,$150 ,$78 ,593,$100 ,Major Market,West,$25 ,1,Leaves,Herbal Tea,Mint,$62 ,$178 ,California,$38 ,Decaf,12/1/2018,1/12/2018
303,$40 ,$60 ,$20 ,$100 ,$54 ,337,$67 ,Major Market,Central,$20 ,1,Leaves,Tea,Darjeeling,$13 ,$121 ,Colorado,$54 ,Regular,12/1/2018,1/12/2018
815,$60 ,$110 ,$80 ,$170 ,$81 ,460,$117 ,Major Market,Central,$22 ,1,Leaves,Tea,Darjeeling,$83 ,$198 ,Illinois,$34 ,Regular,7/3/2016,3/7/2016
740,$70 ,$120 ,$70 ,$190 ,$88 ,653,$134 ,Major Market,Central,$29 ,1,Leaves,Tea,Darjeeling,$73 ,$222 ,Ohio,$61 ,Regular,7/3/2016,3/7/2016
719,$50 ,$70 ,$40 ,$120 ,$63 ,965,$75 ,Major Market,Central,$19 ,1,Leaves,Tea,Earl Grey,$34 ,$138 ,Colorado,$41 ,Regular,3/20/2017,20/3/2017
630,$50 ,$90 ,$40 ,$140 ,$68 ,559,$102 ,Major Market,Central,$22 ,1,Leaves,Tea,Earl Grey,$49 ,$170 ,Illinois,$53 ,Regular,3/20/2017,20/3/2017
937,$90 ,$140 ,$90 ,$230 ,$112 ,502,$155 ,Major Market,Central,$34 ,1,Leaves,Tea,Earl Grey,$97 ,$267 ,Ohio,$58 ,Regular,3/20/2017,20/3/2017
303,$30 ,$60 ,$40 ,$90 ,$46 ,608,$60 ,Major Market,Central,$15 ,1,Leaves,Tea,Green Tea,$32 ,$106 ,Colorado,$28 ,Regular,3/20/2017,20/3/2017
904,$30 ,$60 ,$50 ,$90 ,$34 ,821,$51 ,Major Market,East,$9 ,1,Leaves,Tea,Darjeeling,$30 ,$85 ,Florida,$21 ,Regular,1/9/2015,9/1/2015
781,$30 ,$50 ,$40 ,$80 ,$30 ,820,$45 ,Major Market,East,$8 ,1,Leaves,Tea,Darjeeling,$26 ,$75 ,Massachusetts,$19 ,Regular,1/9/2015,9/1/2015
585,$100 ,$160 ,$130 ,$260 ,$100 ,822,$145 ,Major Market,East,$28 ,1,Leaves,Tea,Darjeeling,$105 ,$245 ,New York,$40 ,Regular,8/8/2015,8/8/2015
631,$90 ,$150 ,$120 ,$240 ,$91 ,777,$132 ,Major Market,East,$25 ,1,Leaves,Tea,Earl Grey,$95 ,$223 ,New York,$37 ,Regular,8/8/2015,8/8/2015
754,$50 ,$80 ,$60 ,$130 ,$49 ,779,$72 ,Major Market,East,$13 ,1,Leaves,Tea,Green Tea,$47 ,$121 ,Florida,$25 ,Regular,8/8/2015,8/8/2015
781,$20 ,$30 ,$20 ,$50 ,$21 ,454,$32 ,Major Market,East,$5 ,1,Leaves,Tea,Green Tea,$16 ,$53 ,Massachusetts,$16 ,Regular,8/8/2015,8/8/2015
212,$80 ,$130 ,$100 ,$210 ,$81 ,460,$117 ,Major Market,East,$22 ,1,Leaves,Tea,Green Tea,$83 ,$198 ,New York,$34 ,Regular,7/14/2017,14/7/2017
805,$60 ,$90 ,$80 ,$150 ,$91 ,777,$132 ,Major Market,West,$25 ,1,Leaves,Tea,Darjeeling,$96 ,$223 ,California,$36 ,Regular,7/16/2017,16/7/2017
530,$50 ,$80 ,$70 ,$130 ,$81 ,460,$117 ,Major Market,West,$22 ,1,Leaves,Tea,Earl Grey,$83 ,$198 ,California,$34 ,Regular,7/16/2017,16/7/2017
415,$40 ,$70 ,$40 ,$110 ,$68 ,559,$102 ,Major Market,West,$22 ,1,Leaves,Tea,Green Tea,$48 ,$170 ,California,$54 ,Regular,7/16/2017,16/7/2017
319,$20 ,$30 ,$20 ,$50 ,$21 ,614,$28 ,Small Market,Central,$6 ,1,Beans,Coffee,Decaf Irish Cream,$9 ,$49 ,Iowa,$19 ,Decaf,3/15/2015,15/3/2015
660,$80 ,$90 ,$50 ,$170 ,$76 ,965,$91 ,Small Market,Central,$23 ,1,Beans,Coffee,Decaf Irish Cream,$47 ,$167 ,Missouri,$44 ,Decaf,3/15/2015,15/3/2015
414,$80 ,$120 ,$80 ,$200 ,$83 ,433,$112 ,Small Market,Central,$27 ,1,Beans,Coffee,Decaf Irish Cream,$58 ,$195 ,Wisconsin,$54 ,Decaf,3/15/2015,15/3/2015
712,$0 ,$50 ,$40 ,$50 ,$0 ,688,$43 ,Small Market,Central,$0 ,1,Beans,Espresso,Decaf Espresso,$32 ,$43 ,Iowa,$11 ,Decaf,3/15/2015,15/3/2015
573,$50 ,$80 ,$60 ,$130 ,$45 ,777,$67 ,Small Market,Central,$12 ,1,Beans,Espresso,Decaf Espresso,$44 ,$112 ,Missouri,$23 ,Decaf,3/15/2015,15/3/2015
715,$50 ,$70 ,$50 ,$120 ,$45 ,605,$58 ,Small Market,Central,$14 ,1,Beans,Espresso,Decaf Espresso,$32 ,$103 ,Wisconsin,$26 ,Decaf,5/23/2015,23/5/2015
475,$40 ,$70 ,$40 ,$110 ,$51 ,311,$68 ,Small Market,East,$16 ,1,Beans,Espresso,Decaf Espresso,$24 ,$119 ,Connecticut,$44 ,Decaf,5/23/2015,23/5/2015
